Intent,Question,Answer
has_hair_dryer,"Does Rondebos Retreat include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Rondebos Retreat?","Yes"
has_coffee_tea,"Does Rondebos Retreat offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Rondebos Retreat?","Yes"
has_coffee_tea,"Is coffee and tea available in Rondebos Retreat?","Yes"

has_milk,"Is milk provided at Rondebos Retreat?","Yes"
has_milk,"Does Rondebos Retreat offer milk?","Yes"
has_milk,"Can I get milk at Rondebos Retreat?","Yes"
has_milk,"Is milk available in Rondebos Retreat?","Yes"

has_water,"Is water provided at Rondebos Retreat?","Yes"
has_water,"Does Rondebos Retreat offer bottled water?","Yes"
has_water,"Can I get water at Rondebos Retreat?","Yes"
has_water,"Is water available in Rondebos Retreat?","Yes"

has_biscuits,"Are biscuits available at Rondebos Retreat?","Yes"
has_biscuits,"Does Rondebos Retreat provide biscuits?","Yes"
has_biscuits,"Can I get biscuits at Rondebos Retreat?","Yes"
has_biscuits,"Are there biscuits in Rondebos Retreat?","Yes"

has_rusk,"Is rusk available at Rondebos Retreat?","Yes"
has_rusk,"Does Rondebos Retreat offer rusk?","Yes"
has_rusk,"Can I get rusk at Rondebos Retreat?","Yes"
has_rusk,"Is rusk provided in Rondebos Retreat?","Yes"

has_charcoal_wood,"Are charcoal or wood available at Rondebos Retreat?","Yes"
has_charcoal_wood,"Does Rondebos Retreat provide charcoal or wood?","Yes"
has_charcoal_wood,"Can I use charcoal or wood at Rondebos Retreat?","Yes"
has_charcoal_wood,"Is charcoal or wood available in Rondebos Retreat?","Yes"

has_body_wash,"Is body wash provided at Rondebos Retreat?","No"
has_body_wash,"Does Rondebos Retreat offer body wash?","No"
has_body_wash,"Can I get body wash at Rondebos Retreat?","No"
has_body_wash,"Is body wash available in Rondebos Retreat?","No"

checkin_method,"What is the check-in method for Rondebos Retreat?","Via lockbox"
checkin_method,"How do I check in to Rondebos Retreat?","Using a lockbox"
checkin_method,"What is the check-in procedure for Rondebos Retreat?","Lockbox access"
checkin_method,"How is the check-in handled at Rondebos Retreat?","Through lockbox"

price_high,"What is the high season price for Rondebos Retreat from December 1 to January 15?","R8 500"
price_high,"How much does Rondebos Retreat cost during high season (Dec 1 - Jan 15)?","R8 500"
price_high,"What is the rate for Rondebos Retreat in high season?","R8 500"
price_high,"Can you tell me the high season pricing for Rondebos Retreat?","R8 500"

price_mid,"What is the mid season price for Rondebos Retreat from January 16 to May 15 and October 16 to November 30?","R3 000"
price_mid,"How much does Rondebos Retreat cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R3 000"
price_mid,"What is the rate for Rondebos Retreat in mid season?","R3 000"
price_mid,"Can you tell me the mid season pricing for Rondebos Retreat?","R3 000"

price_low,"What is the low season price for Rondebos Retreat from May 16 to October 15?","R2 500"
price_low,"How much does Rondebos Retreat cost during low season (May 16 - Oct 15)?","R2 500"
price_low,"What is the rate for Rondebos Retreat in low season?","R2 500"
price_low,"Can you tell me the low season pricing for Rondebos Retreat?","R2 500"

min_stay,"What is the minimum stay required at Rondebos Retreat?","2 nights"
min_stay,"How many nights must I stay at Rondebos Retreat?","2 nights"
min_stay,"Is there a minimum stay at Rondebos Retreat?","2 nights"
min_stay,"What is the shortest stay allowed at Rondebos Retreat?","2 nights"

max_stay,"What is the maximum stay allowed at Rondebos Retreat?","30 nights"
max_stay,"How long can I stay at Rondebos Retreat?","30 nights"
max_stay,"Is there a maximum stay duration for Rondebos Retreat?","30 nights"
max_stay,"What is the longest stay permitted at Rondebos Retreat?","30 nights"

get_name,"What is the name of the property?","Hill Penthouse Plett"
get_name,"What's the property called?","Hill Penthouse Plett"
get_name,"Can you tell me the name of the house?","Hill Penthouse Plett"
get_name,"How is the property named?","Hill Penthouse Plett"

get_address,"What is the address of Hill Penthouse Plett?","7 Main Street"
get_address,"Where is Hill Penthouse Plett located?","7 Main Street"
get_address,"Can you provide the address for Hill Penthouse Plett?","7 Main Street"
get_address,"Where can I find Hill Penthouse Plett?","7 Main Street"

get_place,"Where is Hill Penthouse Plett located?","9 Hill House"
get_place,"In which area is Hill Penthouse Plett situated?","9 Hill House"
get_place,"Hill Penthouse Plett is in which place?","9 Hill House"
get_place,"Which locality is Hill Penthouse Plett in?","9 Hill House"

get_type,"What type of property is Hill Penthouse Plett?","Apartment"
get_type,"Is Hill Penthouse Plett a house or an apartment?","Apartment"
get_type,"What kind of accommodation is Hill Penthouse Plett?","Apartment"
get_type,"Can you specify the type of Hill Penthouse Plett?","Apartment"

get_pax,"How many people can Hill Penthouse Plett accommodate?","6"
get_pax,"What is the maximum occupancy of Hill Penthouse Plett?","6"
get_pax,"How many guests can stay at Hill Penthouse Plett?","6"
get_pax,"What is the guest capacity for Hill Penthouse Plett?","6"

get_bedrooms,"How many bedrooms does Hill Penthouse Plett have?","3"
get_bedrooms,"What is the number of bedrooms in Hill Penthouse Plett?","3"
get_bedrooms,"Does Hill Penthouse Plett have multiple bedrooms?","3"
get_bedrooms,"How many bedrooms are there in Hill Penthouse Plett?","3"

get_bathrooms,"How many bathrooms does Hill Penthouse Plett have?","3"
get_bathrooms,"What is the number of bathrooms in Hill Penthouse Plett?","3"
get_bathrooms,"Does Hill Penthouse Plett have multiple bathrooms?","3"
get_bathrooms,"How many baths are available in Hill Penthouse Plett?","3"

get_bed_sizes,"What are the bed sizes in Hill Penthouse Plett?","1 Queen, 2 Double, 3 Two Singles"
get_bed_sizes,"Can you tell me the bed sizes at Hill Penthouse Plett?","1 Queen, 2 Double, 3 Two Singles"
get_bed_sizes,"What type of beds are in Hill Penthouse Plett?","1 Queen, 2 Double, 3 Two Singles"
get_bed_sizes,"How big are the beds in Hill Penthouse Plett?","1 Queen, 2 Double, 3 Two Singles"

get_size,"What is the size of Hill Penthouse Plett?","300m²"
get_size,"How large is Hill Penthouse Plett?","300m²"
get_size,"Can you provide the area of Hill Penthouse Plett?","300m²"
get_size,"What is the total square meters of Hill Penthouse Plett?","300m²"

has_ac,"Does Hill Penthouse Plett have air conditioning?","Yes"
has_ac,"Is there AC available in Hill Penthouse Plett?","Yes"
has_ac,"Does Hill Penthouse Plett come with air conditioning?","Yes"
has_ac,"Can I use air conditioning at Hill Penthouse Plett?","Yes"

has_heat,"Does Hill Penthouse Plett have heating?","Yes"
has_heat,"Is there heating in Hill Penthouse Plett?","Yes"
has_heat,"Does Hill Penthouse Plett provide heating?","Yes"
has_heat,"Can I expect heating at Hill Penthouse Plett?","Yes"

has_fan,"Does Hill Penthouse Plett have a fan?","Yes"
has_fan,"Is there a fan available in Hill Penthouse Plett?","Yes"
has_fan,"Can I use a fan at Hill Penthouse Plett?","Yes"
has_fan,"Does Hill Penthouse Plett include a fan?","Yes"

has_washing_machine,"Does Hill Penthouse Plett have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Hill Penthouse Plett?","Yes"
has_washing_machine,"Can I do laundry at Hill Penthouse Plett?","Yes"
has_washing_machine,"Does Hill Penthouse Plett provide a washer?","Yes"

has_tumble_dryer,"Does Hill Penthouse Plett have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Hill Penthouse Plett?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Hill Penthouse Plett?","Yes"
has_tumble_dryer,"Does Hill Penthouse Plett include a dryer?","Yes"

has_dishwasher,"Does Hill Penthouse Plett have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Hill Penthouse Plett?","Yes"
has_dishwasher,"Can I use a dishwasher at Hill Penthouse Plett?","Yes"
has_dishwasher,"Does Hill Penthouse Plett provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Hill Penthouse Plett?","Yes"
has_iron,"Does Hill Penthouse Plett have an iron?","Yes"
has_iron,"Can I use an iron at Hill Penthouse Plett?","Yes"
has_iron,"Is an iron provided in Hill Penthouse Plett?","Yes"

has_tv,"Does Hill Penthouse Plett have a TV?","Yes"
has_tv,"Is there a television in Hill Penthouse Plett?","Yes"
has_tv,"Can I watch TV at Hill Penthouse Plett?","Yes"
has_tv,"Does Hill Penthouse Plett include a TV?","Yes"

allows_pets,"Are pets allowed at Hill Penthouse Plett?","No"
allows_pets,"Can I bring my pet to Hill Penthouse Plett?","No"
allows_pets,"Is pet-friendly accommodation available at Hill Penthouse Plett?","No"
allows_pets,"Does Hill Penthouse Plett allow animals?","No"

has_desk,"Is there a desk available at Hill Penthouse Plett?","Yes"
has_desk,"Does Hill Penthouse Plett provide a workspace?","Yes"
has_desk,"Can I work at Hill Penthouse Plett?","Yes"
has_desk,"Is a desk included in Hill Penthouse Plett?","Yes"

has_fireplace,"Does Hill Penthouse Plett have a fireplace?","Yes"
has_fireplace,"Is there a fireplace in Hill Penthouse Plett?","Yes"
has_fireplace,"Can I use the fireplace at Hill Penthouse Plett?","Yes"
has_fireplace,"Does Hill Penthouse Plett include a fireplace?","Yes"

has_fire_extinguisher,"Is there a fire extinguisher at Hill Penthouse Plett?","Yes"
has_fire_extinguisher,"Does Hill Penthouse Plett provide a fire extinguisher?","Yes"
has_fire_extinguisher,"Can I find a fire extinguisher in Hill Penthouse Plett?","Yes"
has_fire_extinguisher,"Is a fire extinguisher available at Hill Penthouse Plett?","Yes"

has_first_aid,"Is there a first aid kit available at Hill Penthouse Plett?","Yes"
has_first_aid,"Does Hill Penthouse Plett provide a first aid kit?","Yes"
has_first_aid,"Can I access a first aid kit in Hill Penthouse Plett?","Yes"
has_first_aid,"Is a first aid kit included in Hill Penthouse Plett?","Yes"

has_bbq,"Does Hill Penthouse Plett have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Hill Penthouse Plett?","Yes"
has_bbq,"Can I use a BBQ at Hill Penthouse Plett?","Yes"
has_bbq,"Does Hill Penthouse Plett include a BBQ?","Yes"

has_microwave,"Is there a microwave in Hill Penthouse Plett?","Yes"
has_microwave,"Does Hill Penthouse Plett provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Hill Penthouse Plett?","Yes"
has_microwave,"Does Hill Penthouse Plett include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Hill Penthouse Plett?","Yes"
has_hair_dryer,"Does Hill Penthouse Plett provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Hill Penthouse Plett?","Yes"
has_hair_dryer,"Does Hill Penthouse Plett include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Hill Penthouse Plett?","Yes"
has_coffee_tea,"Does Hill Penthouse Plett offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Hill Penthouse Plett?","Yes"
has_coffee_tea,"Is coffee and tea available in Hill Penthouse Plett?","Yes"

has_milk,"Is milk provided at Hill Penthouse Plett?","Yes"
has_milk,"Does Hill Penthouse Plett offer milk?","Yes"
has_milk,"Can I get milk at Hill Penthouse Plett?","Yes"
has_milk,"Is milk available in Hill Penthouse Plett?","Yes"

has_water,"Is water provided at Hill Penthouse Plett?","Yes"
has_water,"Does Hill Penthouse Plett offer bottled water?","Yes"
has_water,"Can I get water at Hill Penthouse Plett?","Yes"
has_water,"Is water available in Hill Penthouse Plett?","Yes"

has_biscuits,"Are biscuits available at Hill Penthouse Plett?","Yes"
has_biscuits,"Does Hill Penthouse Plett provide biscuits?","Yes"
has_biscuits,"Can I get biscuits at Hill Penthouse Plett?","Yes"
has_biscuits,"Are there biscuits in Hill Penthouse Plett?","Yes"

has_rusk,"Is rusk available at Hill Penthouse Plett?","Yes"
has_rusk,"Does Hill Penthouse Plett offer rusk?","Yes"
has_rusk,"Can I get rusk at Hill Penthouse Plett?","Yes"
has_rusk,"Is rusk provided in Hill Penthouse Plett?","Yes"

has_charcoal_wood,"Are charcoal or wood available at Hill Penthouse Plett?","Yes"
has_charcoal_wood,"Does Hill Penthouse Plett provide charcoal or wood?","Yes"
has_charcoal_wood,"Can I use charcoal or wood at Hill Penthouse Plett?","Yes"
has_charcoal_wood,"Is charcoal or wood available in Hill Penthouse Plett?","Yes"

has_body_wash,"Is body wash provided at Hill Penthouse Plett?","No"
has_body_wash,"Does Hill Penthouse Plett offer body wash?","No"
has_body_wash,"Can I get body wash at Hill Penthouse Plett?","No"
has_body_wash,"Is body wash available in Hill Penthouse Plett?","No"

checkin_method,"What is the check-in method for Hill Penthouse Plett?","In-person check-in"
checkin_method,"How do I check in to Hill Penthouse Plett?","With an in-person check-in"
checkin_method,"What is the check-in procedure for Hill Penthouse Plett?","In-person assistance"
checkin_method,"How is the check-in handled at Hill Penthouse Plett?","Someone will meet you in person"

price_high,"What is the high season price for Hill Penthouse Plett from December 1 to January 15?","R8 500"
price_high,"How much does Hill Penthouse Plett cost during high season (Dec 1 - Jan 15)?","R8 500"
price_high,"What is the rate for Hill Penthouse Plett in high season?","R8 500"
price_high,"Can you tell me the high season pricing for Hill Penthouse Plett?","R8 500"

price_mid,"What is the mid season price for Hill Penthouse Plett from January 16 to May 15 and October 16 to November 30?","R3 000"
price_mid,"How much does Hill Penthouse Plett cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R3 000"
price_mid,"What is the rate for Hill Penthouse Plett in mid season?","R3 000"
price_mid,"Can you tell me the mid season pricing for Hill Penthouse Plett?","R3 000"

price_low,"What is the low season price for Hill Penthouse Plett from May 16 to October 15?","R2 500"
price_low,"How much does Hill Penthouse Plett cost during low season (May 16 - Oct 15)?","R2 500"
price_low,"What is the rate for Hill Penthouse Plett in low season?","R2 500"
price_low,"Can you tell me the low season pricing for Hill Penthouse Plett?","R2 500"

min_stay,"What is the minimum stay required at Hill Penthouse Plett?","2 nights"
min_stay,"How many nights must I stay at Hill Penthouse Plett?","2 nights"
min_stay,"Is there a minimum stay at Hill Penthouse Plett?","2 nights"
min_stay,"What is the shortest stay allowed at Hill Penthouse Plett?","2 nights"

max_stay,"What is the maximum stay allowed at Hill Penthouse Plett?","30 nights"
max_stay,"How long can I stay at Hill Penthouse Plett?","30 nights"
max_stay,"Is there a maximum stay duration for Hill Penthouse Plett?","30 nights"
max_stay,"What is the longest stay permitted at Hill Penthouse Plett?","30 nights"

get_name,"What is the name of the property?","Hill Sea-View Apartment"
get_name,"What's the property called?","Hill Sea-View Apartment"
get_name,"Can you tell me the name of the house?","Hill Sea-View Apartment"
get_name,"How is the property named?","Hill Sea-View Apartment"

get_address,"What is the address of Hill Sea-View Apartment?","7 Main Street"
get_address,"Where is Hill Sea-View Apartment located?","7 Main Street"
get_address,"Can you provide the address for Hill Sea-View Apartment?","7 Main Street"
get_address,"Where can I find Hill Sea-View Apartment?","7 Main Street"

get_place,"Where is Hill Sea-View Apartment located?","7 Hill House"
get_place,"In which area is Hill Sea-View Apartment situated?","7 Hill House"
get_place,"Hill Sea-View Apartment is in which place?","7 Hill House"
get_place,"Which locality is Hill Sea-View Apartment in?","7 Hill House"

get_type,"What type of property is Hill Sea-View Apartment?","Apartment"
get_type,"Is Hill Sea-View Apartment a house or an apartment?","Apartment"
get_type,"What kind of accommodation is Hill Sea-View Apartment?","Apartment"
get_type,"Can you specify the type of Hill Sea-View Apartment?","Apartment"

get_pax,"How many people can Hill Sea-View Apartment accommodate?","6"
get_pax,"What is the maximum occupancy of Hill Sea-View Apartment?","6"
get_pax,"How many guests can stay at Hill Sea-View Apartment?","6"
get_pax,"What is the guest capacity for Hill Sea-View Apartment?","6"

get_bedrooms,"How many bedrooms does Hill Sea-View Apartment have?","3"
get_bedrooms,"What is the number of bedrooms in Hill Sea-View Apartment?","3"
get_bedrooms,"Does Hill Sea-View Apartment have multiple bedrooms?","3"
get_bedrooms,"How many bedrooms are there in Hill Sea-View Apartment?","3"

get_bathrooms,"How many bathrooms does Hill Sea-View Apartment have?","3.5"
get_bathrooms,"What is the number of bathrooms in Hill Sea-View Apartment?","3.5"
get_bathrooms,"Does Hill Sea-View Apartment have multiple bathrooms?","3.5"
get_bathrooms,"How many baths are available in Hill Sea-View Apartment?","3.5"

get_bed_sizes,"What are the bed sizes in Hill Sea-View Apartment?","1 King XL, 2 Two Singles, 3 Two Singles"
get_bed_sizes,"Can you tell me the bed sizes at Hill Sea-View Apartment?","1 King XL, 2 Two Singles, 3 Two Singles"
get_bed_sizes,"What type of beds are in Hill Sea-View Apartment?","1 King XL, 2 Two Singles, 3 Two Singles"
get_bed_sizes,"How big are the beds in Hill Sea-View Apartment?","1 King XL, 2 Two Singles, 3 Two Singles"

get_size,"What is the size of Hill Sea-View Apartment?","216m²"
get_size,"How large is Hill Sea-View Apartment?","216m²"
get_size,"Can you provide the area of Hill Sea-View Apartment?","216m²"
get_size,"What is the total square meters of Hill Sea-View Apartment?","216m²"

has_ac,"Does Hill Sea-View Apartment have air conditioning?","No"
has_ac,"Is there AC available in Hill Sea-View Apartment?","No"
has_ac,"Does Hill Sea-View Apartment come with air conditioning?","No"
has_ac,"Can I use air conditioning at Hill Sea-View Apartment?","No"

has_heat,"Does Hill Sea-View Apartment have heating?","Yes"
has_heat,"Is there heating in Hill Sea-View Apartment?","Yes"
has_heat,"Does Hill Sea-View Apartment provide heating?","Yes"
has_heat,"Can I expect heating at Hill Sea-View Apartment?","Yes"

has_fan,"Does Hill Sea-View Apartment have a fan?","Yes"
has_fan,"Is there a fan available in Hill Sea-View Apartment?","Yes"
has_fan,"Can I use a fan at Hill Sea-View Apartment?","Yes"
has_fan,"Does Hill Sea-View Apartment include a fan?","Yes"

has_washing_machine,"Does Hill Sea-View Apartment have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Hill Sea-View Apartment?","Yes"
has_washing_machine,"Can I do laundry at Hill Sea-View Apartment?","Yes"
has_washing_machine,"Does Hill Sea-View Apartment provide a washer?","Yes"

has_tumble_dryer,"Does Hill Sea-View Apartment have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Hill Sea-View Apartment?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Hill Sea-View Apartment?","Yes"
has_tumble_dryer,"Does Hill Sea-View Apartment include a dryer?","Yes"

has_dishwasher,"Does Hill Sea-View Apartment have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Hill Sea-View Apartment?","Yes"
has_dishwasher,"Can I use a dishwasher at Hill Sea-View Apartment?","Yes"
has_dishwasher,"Does Hill Sea-View Apartment provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Hill Sea-View Apartment?","Yes"
has_iron,"Does Hill Sea-View Apartment have an iron?","Yes"
has_iron,"Can I use an iron at Hill Sea-View Apartment?","Yes"
has_iron,"Is an iron provided in Hill Sea-View Apartment?","Yes"

has_tv,"Does Hill Sea-View Apartment have a TV?","Yes"
has_tv,"Is there a television in Hill Sea-View Apartment?","Yes"
has_tv,"Can I watch TV at Hill Sea-View Apartment?","Yes"
has_tv,"Does Hill Sea-View Apartment include a TV?","Yes"

allows_pets,"Are pets allowed at Hill Sea-View Apartment?","No"
allows_pets,"Can I bring my pet to Hill Sea-View Apartment?","No"
allows_pets,"Is pet-friendly accommodation available at Hill Sea-View Apartment?","No"
allows_pets,"Does Hill Sea-View Apartment allow animals?","No"

has_desk,"Is there a desk available at Hill Sea-View Apartment?","Yes"
has_desk,"Does Hill Sea-View Apartment provide a workspace?","Yes"
has_desk,"Can I work at Hill Sea-View Apartment?","Yes"
has_desk,"Is a desk included in Hill Sea-View Apartment?","Yes"

has_fireplace,"Does Hill Sea-View Apartment have a fireplace?","No"
has_fireplace,"Is there a fireplace in Hill Sea-View Apartment?","No"
has_fireplace,"Can I use the fireplace at Hill Sea-View Apartment?","No"
has_fireplace,"Does Hill Sea-View Apartment include a fireplace?","No"

has_fire_extinguisher,"Is there a fire extinguisher at Hill Sea-View Apartment?","Yes"
has_fire_extinguisher,"Does Hill Sea-View Apartment provide a fire extinguisher?","Yes"
has_fire_extinguisher,"Can I find a fire extinguisher in Hill Sea-View Apartment?","Yes"
has_fire_extinguisher,"Is a fire extinguisher available at Hill Sea-View Apartment?","Yes"

has_first_aid,"Is there a first aid kit available at Hill Sea-View Apartment?","Yes"
has_first_aid,"Does Hill Sea-View Apartment provide a first aid kit?","Yes"
has_first_aid,"Can I access a first aid kit in Hill Sea-View Apartment?","Yes"
has_first_aid,"Is a first aid kit included in Hill Sea-View Apartment?","Yes"

has_bbq,"Does Hill Sea-View Apartment have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Hill Sea-View Apartment?","Yes"
has_bbq,"Can I use a BBQ at Hill Sea-View Apartment?","Yes"
has_bbq,"Does Hill Sea-View Apartment include a BBQ?","Yes"

has_microwave,"Is there a microwave in Hill Sea-View Apartment?","Yes"
has_microwave,"Does Hill Sea-View Apartment provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Hill Sea-View Apartment?","Yes"
has_microwave,"Does Hill Sea-View Apartment include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Hill Sea-View Apartment?","Yes"
has_hair_dryer,"Does Hill Sea-View Apartment provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Hill Sea-View Apartment?","Yes"
has_hair_dryer,"Does Hill Sea-View Apartment include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Hill Sea-View Apartment?","Yes"
has_coffee_tea,"Does Hill Sea-View Apartment offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Hill Sea-View Apartment?","Yes"
has_coffee_tea,"Is coffee and tea available in Hill Sea-View Apartment?","Yes"

has_milk,"Is milk provided at Hill Sea-View Apartment?","Yes"
has_milk,"Does Hill Sea-View Apartment offer milk?","Yes"
has_milk,"Can I get milk at Hill Sea-View Apartment?","Yes"
has_milk,"Is milk available in Hill Sea-View Apartment?","Yes"

has_water,"Is water provided at Hill Sea-View Apartment?","Yes"
has_water,"Does Hill Sea-View Apartment offer bottled water?","Yes"
has_water,"Can I get water at Hill Sea-View Apartment?","Yes"
has_water,"Is water available in Hill Sea-View Apartment?","Yes"

has_biscuits,"Are biscuits available at Hill Sea-View Apartment?","Yes"
has_biscuits,"Does Hill Sea-View Apartment provide biscuits?","Yes"
has_biscuits,"Can I get biscuits at Hill Sea-View Apartment?","Yes"
has_biscuits,"Are there biscuits in Hill Sea-View Apartment?","Yes"

has_rusk,"Is rusk available at Hill Sea-View Apartment?","Yes"
has_rusk,"Does Hill Sea-View Apartment offer rusk?","Yes"
has_rusk,"Can I get rusk at Hill Sea-View Apartment?","Yes"
has_rusk,"Is rusk provided in Hill Sea-View Apartment?","Yes"

has_charcoal_wood,"Are charcoal or wood available at Hill Sea-View Apartment?","Yes"
has_charcoal_wood,"Does Hill Sea-View Apartment provide charcoal or wood?","Yes"
has_charcoal_wood,"Can I use charcoal or wood at Hill Sea-View Apartment?","Yes"
has_charcoal_wood,"Is charcoal or wood available in Hill Sea-View Apartment?","Yes"

has_body_wash,"Is body wash provided at Hill Sea-View Apartment?","No"
has_body_wash,"Does Hill Sea-View Apartment offer body wash?","No"
has_body_wash,"Can I get body wash at Hill Sea-View Apartment?","No"
has_body_wash,"Is body wash available in Hill Sea-View Apartment?","No"

checkin_method,"What is the check-in method for Hill Sea-View Apartment?","In-person check-in"
checkin_method,"How do I check in to Hill Sea-View Apartment?","With an in-person check-in"
checkin_method,"What is the check-in procedure for Hill Sea-View Apartment?","In-person assistance"
checkin_method,"How is the check-in handled at Hill Sea-View Apartment?","Someone will meet you in person"

price_high,"What is the high season price for Hill Sea-View Apartment from December 1 to January 15?","R7 000"
price_high,"How much does Hill Sea-View Apartment cost during high season (Dec 1 - Jan 15)?","R7 000"
price_high,"What is the rate for Hill Sea-View Apartment in high season?","R7 000"
price_high,"Can you tell me the high season pricing for Hill Sea-View Apartment?","R7 000"

price_mid,"What is the mid season price for Hill Sea-View Apartment from January 16 to May 15 and October 16 to November 30?","R3 000"
price_mid,"How much does Hill Sea-View Apartment cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R3 000"
price_mid,"What is the rate for Hill Sea-View Apartment in mid season?","R3 000"
price_mid,"Can you tell me the mid season pricing for Hill Sea-View Apartment?","R3 000"

price_low,"What is the low season price for Hill Sea-View Apartment from May 16 to October 15?","R2 500"
price_low,"How much does Hill Sea-View Apartment cost during low season (May 16 - Oct 15)?","R2 500"
price_low,"What is the rate for Hill Sea-View Apartment in low season?","R2 500"
price_low,"Can you tell me the low season pricing for Hill Sea-View Apartment?","R2 500"

min_stay,"What is the minimum stay required at Hill Sea-View Apartment?","2 nights"
min_stay,"How many nights must I stay at Hill Sea-View Apartment?","2 nights"
min_stay,"Is there a minimum stay at Hill Sea-View Apartment?","2 nights"
min_stay,"What is the shortest stay allowed at Hill Sea-View Apartment?","2 nights"

max_stay,"What is the maximum stay allowed at Hill Sea-View Apartment?","30 nights"
max_stay,"How long can I stay at Hill Sea-View Apartment?","30 nights"
max_stay,"Is there a maximum stay duration for Hill Sea-View Apartment?","30 nights"
max_stay,"What is the longest stay permitted at Hill Sea-View Apartment?","30 nights"

get_name,"What is the name of the property?","Arrowood Apartment"
get_name,"What's the property called?","Arrowood Apartment"
get_name,"Can you tell me the name of the apartment?","Arrowood Apartment"
get_name,"How is the property named?","Arrowood Apartment"

get_address,"What is the address of Arrowood Apartment?","1 Odland Street"
get_address,"Where is Arrowood Apartment located?","1 Odland Street"
get_address,"Can you provide the address for Arrowood Apartment?","1 Odland Street"
get_address,"Where can I find Arrowood Apartment?","1 Odland Street"

get_place,"Where is Arrowood Apartment located?","8 Arrowood"
get_place,"In which area is Arrowood Apartment situated?","8 Arrowood"
get_place,"Arrowood Apartment is in which place?","8 Arrowood"
get_place,"Which locality is Arrowood Apartment in?","8 Arrowood"

get_type,"What type of property is Arrowood Apartment?","Apartment"
get_type,"Is Arrowood Apartment a house or an apartment?","Apartment"
get_type,"What kind of accommodation is Arrowood Apartment?","Apartment"
get_type,"Can you specify the type of Arrowood Apartment?","Apartment"

get_pax,"How many people can Arrowood Apartment accommodate?","4"
get_pax,"What is the maximum occupancy of Arrowood Apartment?","4"
get_pax,"How many guests can stay at Arrowood Apartment?","4"
get_pax,"What is the guest capacity for Arrowood Apartment?","4"

get_bedrooms,"How many bedrooms does Arrowood Apartment have?","2"
get_bedrooms,"What is the number of bedrooms in Arrowood Apartment?","2"
get_bedrooms,"Does Arrowood Apartment have multiple bedrooms?","2"
get_bedrooms,"How many bedrooms are there in Arrowood Apartment?","2"

get_bathrooms,"How many bathrooms does Arrowood Apartment have?","2"
get_bathrooms,"What is the number of bathrooms in Arrowood Apartment?","2"
get_bathrooms,"Does Arrowood Apartment have multiple bathrooms?","2"
get_bathrooms,"How many baths are available in Arrowood Apartment?","2"

get_bed_sizes,"What are the bed sizes in Arrowood Apartment?","1: Two Singles, 2: Two Singles"
get_bed_sizes,"Can you tell me the bed sizes at Arrowood Apartment?","1: Two Singles, 2: Two Singles"
get_bed_sizes,"What type of beds are in Arrowood Apartment?","1: Two Singles, 2: Two Singles"
get_bed_sizes,"How big are the beds in Arrowood Apartment?","1: Two Singles, 2: Two Singles"

get_size,"What is the size of Arrowood Apartment?","80m²"
get_size,"How large is Arrowood Apartment?","80m²"
get_size,"Can you provide the area of Arrowood Apartment?","80m²"
get_size,"What is the total square meters of Arrowood Apartment?","80m²"

has_ac,"Does Arrowood Apartment have air conditioning?","No"
has_ac,"Is there AC available in Arrowood Apartment?","No"
has_ac,"Does Arrowood Apartment come with air conditioning?","No"
has_ac,"Can I use air conditioning at Arrowood Apartment?","No"

has_heat,"Does Arrowood Apartment have heating?","Yes"
has_heat,"Is there heating in Arrowood Apartment?","Yes"
has_heat,"Does Arrowood Apartment provide heating?","Yes"
